"Data_source"	"Reference"	"Year_published"	"Methanogen_specific"	"Sequencing_method"	"Database_information"	"Field_vs_lab"	"Source_from_paper"	"Original_sample_ID"	"Sample_type"	"Sample_age"	"Length_experiment"	"Family_reported"	"Genus_reported"	"Species_reported"	"Family_GTDB"
"Literature"	"W. Tang, *et al.* FEMS Microbiol. Lett. **363**, 9, 1-7 (2016)"	2016	"Yes"	"mcrA"	"Referenced Song and Wang 2015"	"Field"	"Abstract and less so Figure 2"	"P2-3"	"Solid waste"	"15.0 years"	"NA"	NA	"Methanosarcina"	NA	"Methanosarcinaceae"
"Literature"	"W. Tang, *et al.* FEMS Microbiol. Lett. **363**, 9, 1-7 (2016)"	2016	"Yes"	"mcrA"	"Referenced Song and Wang 2015"	"Field"	"Abstract and less so Figure 2"	"P2-3"	"Solid waste"	"15.0 years"	"NA"	NA	"Methanoculleus"	NA	"Methanocullaceae"
"Literature"	"W. Tang, *et al.* FEMS Microbiol. Lett. **363**, 9, 1-7 (2016)"	2016	"Yes"	"mcrA"	"Referenced Song and Wang 2015"	"Field"	"Abstract and less so Figure 2"	"P2-3"	"Solid waste"	"15.0 years"	"NA"	NA	"Methanofollis"	NA	"Methanofollaceae"
"Literature"	"W. Tang, *et al.* FEMS Microbiol. Lett. **363**, 9, 1-7 (2016)"	2016	"Yes"	"mcrA"	"Referenced Song and Wang 2015"	"Field"	"Abstract and less so Figure 2"	"P2-3"	"Solid waste"	"15.0 years"	"NA"	NA	"Methanosarcina"	NA	"Methanosarcinaceae"
"Literature"	"W. Tang, *et al.* FEMS Microbiol. Lett. **363**, 9, 1-7 (2016)"	2016	"Yes"	"mcrA"	"Referenced Song and Wang 2015"	"Field"	"Abstract and less so Figure 2"	"P2-3"	"Solid waste"	"15.0 years"	"NA"	NA	"Methanoculleus"	NA	"Methanocullaceae"
"Literature"	"W. Tang, *et al.* FEMS Microbiol. Lett. **363**, 9, 1-7 (2016)"	2016	"Yes"	"mcrA"	"Referenced Song and Wang 2015"	"Field"	"Abstract and less so Figure 2"	"P2-3"	"Solid waste"	"15.0 years"	"NA"	NA	"Methanofollis"	NA	"Methanofollaceae"
"Literature"	"W. Tang, *et al.* FEMS Microbiol. Lett. **363**, 9, 1-7 (2016)"	2016	"Yes"	"mcrA"	"Referenced Song and Wang 2015"	"Field"	"Abstract and less so Figure 2"	"P2-3"	"Solid waste"	"15.0 years"	"NA"	NA	"Methanosarcina"	NA	"Methanosarcinaceae"
"Literature"	"I. Uz, *et al.* Proc. R. Soc. London, Ser. B. **270**, Suppl. 2, S202-S205 (2003)"	2003	"Yes"	"RFLP-16S"	"Algined with Clustal 1.8 and NCBI"	"Field"	"Abstract and Figure 1"	"GW60-13"	"Solid waste"	"6 years"	"NA"	NA	"Methanoculleus"	NA	"Methanocullaceae"
"Literature"	"I. Uz, *et al.* Proc. R. Soc. London, Ser. B. **270**, Suppl. 2, S202-S205 (2003)"	2003	"Yes"	"RFLP-16S"	"Algined with Clustal 1.8 and NCBI"	"Field"	"Abstract and Figure 1"	"GW60-13"	"Solid waste"	"6 years"	"NA"	NA	"Methanofollis"	NA	"Methanofollaceae"
"Literature"	"I. Uz, *et al.* Proc. R. Soc. London, Ser. B. **270**, Suppl. 2, S202-S205 (2003)"	2003	"Yes"	"RFLP-16S"	"Algined with Clustal 1.8 and NCBI"	"Field"	"Abstract and Figure 1"	"GW70-10"	"Solid waste"	"2 years"	"NA"	NA	"Methanoculleus"	NA	"Methanocullaceae"
"Literature"	"I. Uz, *et al.* Proc. R. Soc. London, Ser. B. **270**, Suppl. 2, S202-S205 (2003)"	2003	"Yes"	"RFLP-16S"	"Algined with Clustal 1.8 and NCBI"	"Field"	"Abstract and Figure 1"	"GW70-10"	"Solid waste"	"2 years"	"NA"	NA	"Methanofollis"	NA	"Methanofollaceae"
"Literature"	"I. Uz, *et al.* Proc. R. Soc. London, Ser. B. **270**, Suppl. 2, S202-S205 (2003)"	2003	"Yes"	"RFLP-16S"	"Algined with Clustal 1.8 and NCBI"	"Field"	"Abstract and Figure 1"	"GW-70-20"	"Solid waste"	"2 years"	"NA"	NA	"Methanoculleus"	NA	"Methanocullaceae"
"Literature"	"I. Uz, *et al.* Proc. R. Soc. London, Ser. B. **270**, Suppl. 2, S202-S205 (2003)"	2003	"Yes"	"RFLP-16S"	"Algined with Clustal 1.8 and NCBI"	"Field"	"Abstract and Figure 1"	"GW-70-20"	"Solid waste"	"2 years"	"NA"	NA	"Methanofollis"	NA	"Methanofollaceae"
"Literature"	"I. Uz, *et al.* Proc. R. Soc. London, Ser. B. **270**, Suppl. 2, S202-S205 (2003)"	2003	"Yes"	"RFLP-16S"	"Algined with Clustal 1.8 and NCBI"	"Field"	"Abstract and Figure 1"	"GW-70"	"Solid waste"	"2 years"	"NA"	NA	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"I. Uz, *et al.* Proc. R. Soc. London, Ser. B. **270**, Suppl. 2, S202-S205 (2003)"	2003	"Yes"	"RFLP-16S"	"Algined with Clustal 1.8 and NCBI"	"Field"	"Abstract and Figure 1"	"GW-70"	"Solid waste"	"2 years"	"NA"	NA	"Methanosarcinca"	NA	"Methanosarcinaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-1"	"Leachate"	"4 years"	"NA"	NA	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-1"	"Leachate"	"4 years"	"NA"	NA	"Methanobrevibacter"	NA	"Methanobacteriaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-1"	"Leachate"	"4 years"	"NA"	NA	"Methanocella"	NA	"Methanocellaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-1"	"Leachate"	"4 years"	"NA"	NA	"Methanocorpusculum"	NA	"Methanocorpusculaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-1"	"Leachate"	"4 years"	"NA"	NA	"Methanoculleus"	NA	"Methanocullaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-1"	"Leachate"	"4 years"	"NA"	NA	"Methanofollis"	NA	"Methanofollaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-1"	"Leachate"	"4 years"	"NA"	NA	"Methanogenium"	NA	"Methanomicrobiaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-1"	"Leachate"	"4 years"	"NA"	NA	"Methanolinea"	NA	"Methanoregulaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-1"	"Leachate"	"4 years"	"NA"	NA	"Methanomassiliicoccus"	NA	"Methanomassiliicoccaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-1"	"Leachate"	"4 years"	"NA"	NA	"Methanoplanus"	NA	"Methanomicrobiaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-1"	"Leachate"	"4 years"	"NA"	NA	"Methanoregula"	NA	"Methanoregulaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-1"	"Leachate"	"4 years"	"NA"	NA	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-1"	"Leachate"	"4 years"	"NA"	NA	"Methanosarcina"	NA	"Methanosarcinaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-1"	"Leachate"	"4 years"	"NA"	NA	"Methanospirillum"	NA	"Methanospirillaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-1"	"Leachate"	"4 years"	"NA"	NA	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-1"	"Leachate"	"4 years"	"NA"	"Methanobacteriaceae"	"NA"	NA	"Methanobacteriaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-2"	"Leachate"	"4 years"	"NA"	NA	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-2"	"Leachate"	"4 years"	"NA"	NA	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-2"	"Leachate"	"4 years"	"NA"	NA	"Methanocella"	NA	"Methanocellaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-2"	"Leachate"	"4 years"	"NA"	NA	"Methanocorpusculum"	NA	"Methanocorpusculaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-2"	"Leachate"	"4 years"	"NA"	NA	"Methanoculleus"	NA	"Methanocullaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-2"	"Leachate"	"4 years"	"NA"	NA	"Methanolinea"	NA	"Methanoregulaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-2"	"Leachate"	"4 years"	"NA"	NA	"Methanomassiliicoccus"	NA	"Methanomassiliicoccaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-2"	"Leachate"	"4 years"	"NA"	NA	"Methanoregula"	NA	"Methanoregulaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-2"	"Leachate"	"4 years"	"NA"	NA	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-2"	"Leachate"	"4 years"	"NA"	NA	"Methanosarcina"	NA	"Methanosarcinaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-2"	"Leachate"	"4 years"	"NA"	NA	"Methanospirillum"	NA	"Methanospirillaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-2"	"Leachate"	"4 years"	"NA"	NA	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-2"	"Leachate"	"4 years"	"NA"	"Methanobacteriaceae"	"NA"	NA	"Methanobacteriaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-3"	"Leachate"	"4 years"	"NA"	NA	"Methanimicrococcus"	NA	"Methanosarcinaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-3"	"Leachate"	"4 years"	"NA"	NA	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-3"	"Leachate"	"4 years"	"NA"	NA	"Methanobrevibacter"	NA	"Methanobacteriaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-3"	"Leachate"	"4 years"	"NA"	NA	"Methanocalculus"	NA	"Methanocorpusculaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-3"	"Leachate"	"4 years"	"NA"	NA	"Methanocorpusculum"	NA	"Methanocorpusculaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-3"	"Leachate"	"4 years"	"NA"	NA	"Methanoculleus"	NA	"Methanocullaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-3"	"Leachate"	"4 years"	"NA"	NA	"Methanofollis"	NA	"Methanofollaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-3"	"Leachate"	"4 years"	"NA"	NA	"Methanolinea"	NA	"Methanoregulaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-3"	"Leachate"	"4 years"	"NA"	NA	"Methanomassiliicoccus"	NA	"Methanomassiliicoccaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-3"	"Leachate"	"4 years"	"NA"	NA	"Methanoplanus"	NA	"Methanomicrobiaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-3"	"Leachate"	"4 years"	"NA"	NA	"Methanoregula"	NA	"Methanoregulaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-3"	"Leachate"	"4 years"	"NA"	NA	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-3"	"Leachate"	"4 years"	"NA"	NA	"Methanosarcina"	NA	"Methanosarcinaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-3"	"Leachate"	"4 years"	"NA"	NA	"Methanosphaerula"	NA	"Methanosphaerulaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-3"	"Leachate"	"4 years"	"NA"	NA	"Methanospirillum"	NA	"Methanospirillaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-3"	"Leachate"	"4 years"	"NA"	NA	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-3"	"Leachate"	"4 years"	"NA"	"Methanomicrobiaceae"	"NA"	NA	"Methanomicrobiaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-4"	"Leachate"	"10 years"	"NA"	NA	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-4"	"Leachate"	"10 years"	"NA"	NA	"Methanocorpusculum"	NA	"Methanocorpusculaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-4"	"Leachate"	"10 years"	"NA"	NA	"Methanoculleus"	NA	"Methanocullaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-4"	"Leachate"	"10 years"	"NA"	NA	"Methanomassiliicoccus"	NA	"Methanomassiliicoccaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-4"	"Leachate"	"10 years"	"NA"	NA	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-4"	"Leachate"	"10 years"	"NA"	NA	"Methanosarcina"	NA	"Methanosarcinaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-4"	"Leachate"	"10 years"	"NA"	NA	"Methanospirillum"	NA	"Methanospirillaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-4"	"Leachate"	"10 years"	"NA"	NA	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-5"	"Leachate"	"8 years"	"NA"	NA	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-5"	"Leachate"	"8 years"	"NA"	NA	"Methanobrevibacter"	NA	"Methanobacteriaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-5"	"Leachate"	"8 years"	"NA"	NA	"Methanocella"	NA	"Methanocellaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-5"	"Leachate"	"8 years"	"NA"	NA	"Methanocorpusculum"	NA	"Methanocorpusculaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-5"	"Leachate"	"8 years"	"NA"	NA	"Methanoculleus"	NA	"Methanocullaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-5"	"Leachate"	"8 years"	"NA"	NA	"Methanofollis"	NA	"Methanofollaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-5"	"Leachate"	"8 years"	"NA"	NA	"Methanolinea"	NA	"Methanoregulaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-5"	"Leachate"	"8 years"	"NA"	NA	"Methanomassiliicoccus"	NA	"Methanomassiliicoccaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-5"	"Leachate"	"8 years"	"NA"	NA	"Methanoregula"	NA	"Methanoregulaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-5"	"Leachate"	"8 years"	"NA"	NA	"Methanosaeta"	NA	"Methanotrichaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-5"	"Leachate"	"8 years"	"NA"	NA	"Methanosarcina"	NA	"Methanosarcinaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-5"	"Leachate"	"8 years"	"NA"	NA	"Methanospirillum"	NA	"Methanospirillaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-5"	"Leachate"	"8 years"	"NA"	NA	"Methanothermobacter"	NA	"Methanothermobacteriaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-5"	"Leachate"	"8 years"	"NA"	"Methanobacteriaceae"	"NA"	NA	"Methanobacteriaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"SZ-5"	"Leachate"	"8 years"	"NA"	"Methanomicrobiaceae"	"NA"	NA	"Methanomicrobiaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"TY"	"Leachate"	"0.5 years"	"NA"	NA	"Methanimicrococcus"	NA	"Methanosarcinaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"TY"	"Leachate"	"0.5 years"	"NA"	NA	"Methanobacterium"	NA	"Methanobacteriaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"TY"	"Leachate"	"0.5 years"	"NA"	NA	"Methanobrevibacter"	NA	"Methanobacteriaceae"
"Literature"	"L. Song, *et al.* Appl. Microbiol. Biotechnol. **99**, 14, 6125-6137 (2015)"	2015	"Yes"	"16S"	"Mothur v.131.2 and Silver 111"	"Field"	"Table S2"	"TY"	"Leachate"	"0.5 years"	"NA"	NA	"Methanocalculus"	NA	"Methanocorpusculaceae"
