Bin_ID	Marker_lineage_number		Number_genomes	Number_markers	Number_marker_sets	0	1	2	3	4	5+	Completeness	Contamination	Strain_heterogeneity
STE_71	k__Bacteria	(UID203)	5449	104	58	10	93	1	0	0	0	84.33	1.72	0
STA_89	k__Bacteria	(UID2495)	2993	143	89	15	128	0	0	0	0	84.27	0	0
STD2_204	k__Bacteria	(UID2495)	2993	143	89	15	128	0	0	0	0	84.27	0	0
STD2_37	k__Bacteria	(UID2329)	174	149	89	16	132	1	0	0	0	84.27	1.12	0
STF1_130	k__Bacteria	(UID2495)	2993	143	89	15	128	0	0	0	0	84.27	0	0
STF2_146	k__Bacteria	(UID2495)	2993	143	89	15	127	1	0	0	0	84.27	1.12	0
STB_129	k__Bacteria	(UID2565)	2921	152	93	19	133	0	0	0	0	84.26	0	0
STCSWMC_214	f__Rhodocyclaceae	(UID3972)	30	540	241	77	441	22	0	0	0	84.26	4.82	81.82
STCSWMC_210	k__Bacteria	(UID2329)	174	149	89	35	113	1	0	0	0	84.25	1.12	0
STB_83	k__Bacteria	(UID2328)	3167	126	75	20	104	2	0	0	0	84.24	2.67	0
STCSWMC_18	k__Bacteria	(UID2982)	88	230	148	29	192	7	2	0	0	84.23	4.3	15.38
STF1_114	k__Bacteria	(UID2982)	88	230	148	36	189	5	0	0	0	84.22	2.09	60
STF2_231	c__Clostridia	(UID1085)	35	420	196	58	354	8	0	0	0	84.22	1.26	50
STCSWMC_144	p__Firmicutes	(UID1022)	100	295	158	34	260	1	0	0	0	84.21	0.63	0
STE_96	c__Clostridia	(UID1118)	387	223	124	27	191	5	0	0	0	84.21	3.02	80
STB_28	k__Bacteria	(UID203)	5449	104	58	11	86	3	4	0	0	84.2	2.43	6.67
STE_42	p__Bacteroidetes	(UID2605)	350	316	210	40	273	3	0	0	0	84.19	0.73	33.33
STB_33	k__Bacteria	(UID2565)	2921	152	93	24	113	15	0	0	0	84.18	6.76	20
STF1_271	k__Bacteria	(UID2329)	174	149	89	17	129	3	0	0	0	84.18	2.25	66.67
STF2_67	k__Bacteria	(UID203)	5449	104	58	10	78	16	0	0	0	84.14	7.92	6.25
STE_110	k__Bacteria	(UID3060)	138	338	246	45	287	6	0	0	0	84.13	2.24	66.67
STCSWMC_222	k__Bacteria	(UID2495)	2993	142	88	14	126	2	0	0	0	84.09	1.24	100
STD2_121	k__Bacteria	(UID2329)	174	149	89	20	124	5	0	0	0	84.09	4.04	80
STD2_211	k__Bacteria	(UID2569)	434	278	186	39	235	4	0	0	0	84.09	2.15	25
STF2_132	k__Bacteria	(UID2569)	434	278	186	41	232	3	2	0	0	84.09	2.69	66.67
STE_138	k__Bacteria	(UID3060)	138	337	245	48	274	15	0	0	0	84.08	5.1	93.33
STD2_238	c__Alphaproteobacteria	(UID3305)	564	349	230	43	293	13	0	0	0	84.07	3.91	0
STD2_267	k__Bacteria	(UID2982)	88	230	148	30	197	3	0	0	0	84.07	1.04	66.67
STF2_141	c__Clostridia	(UID1085)	35	420	196	55	360	5	0	0	0	84.07	2.21	40
STCSWMC_68	p__Euryarchaeota	(UID54)	90	232	151	30	199	3	0	0	0	84.04	0.41	66.67
STF1_210	o__Clostridiales	(UID1120)	304	247	141	29	213	5	0	0	0	84.04	2.84	40
STD1_81	k__Bacteria	(UID2565)	2921	152	93	19	117	15	1	0	0	84.02	6.11	33.33
STF2_143	p__Firmicutes	(UID1022)	100	295	158	39	252	4	0	0	0	84.01	1.29	75
STCSWMC_141	k__Bacteria	(UID2328)	3167	126	75	15	111	0	0	0	0	84	0	0
STA_69	p__Bacteroidetes	(UID2605)	350	316	210	56	257	3	0	0	0	83.95	0.95	33.33
STF1_196	c__Clostridia	(UID1085)	35	420	196	62	326	31	1	0	0	83.93	9.16	76.47
STF1_202	k__Bacteria	(UID238)	2248	125	78	18	105	2	0	0	0	83.92	0.78	0
STD1_106	k__Bacteria	(UID3187)	2258	190	119	39	139	11	1	0	0	83.89	8.78	78.57
STF1_166	p__Euryarchaeota	(UID54)	90	234	153	32	183	19	0	0	0	83.85	7.17	73.68
STE_28	k__Bacteria	(UID2565)	2921	142	87	16	125	1	0	0	0	83.84	0.57	100
STD1_53	k__Bacteria	(UID203)	5449	104	58	14	89	1	0	0	0	83.81	0.16	100
STE_106	k__Bacteria	(UID2565)	2921	152	93	18	132	2	0	0	0	83.77	1.61	0
STF1_104	p__Firmicutes	(UID1022)	100	295	158	32	261	2	0	0	0	83.73	1.27	50
STCSWMC_192	k__Bacteria	(UID2329)	174	149	89	20	128	1	0	0	0	83.71	1.12	100
STF2_35	o__Clostridiales	(UID1120)	304	250	143	43	206	1	0	0	0	83.67	0.7	100
STD2_12	o__Clostridiales	(UID1212)	172	261	147	39	219	3	0	0	0	83.63	1.13	66.67
STB_138	k__Bacteria	(UID203)	5449	104	58	11	93	0	0	0	0	83.62	0	0
STD1_170	k__Bacteria	(UID203)	5449	104	58	11	78	15	0	0	0	83.62	6.19	6.67
STD1_98	k__Bacteria	(UID203)	5449	104	58	11	93	0	0	0	0	83.62	0	0
STF2_4	k__Bacteria	(UID2569)	434	278	186	57	214	7	0	0	0	83.62	1.92	42.86
STA_71	k__Bacteria	(UID2565)	2921	152	93	29	118	5	0	0	0	83.57	4.36	80
STD1_115	k__Bacteria	(UID1452)	924	151	101	18	129	4	0	0	0	83.57	2.64	0
STE_150	c__Clostridia	(UID1118)	387	223	124	40	182	1	0	0	0	83.56	0.81	0
STF1_144	k__Bacteria	(UID2328)	3167	126	75	21	105	0	0	0	0	83.51	0	0
STE_52	k__Bacteria	(UID2569)	434	278	186	41	230	6	1	0	0	83.5	3.06	33.33
STF1_134	p__Euryarchaeota	(UID49)	95	228	153	28	197	3	0	0	0	83.5	0.98	33.33
STC_4	c__Gammaproteobacteria	(UID4274)	112	581	290	78	477	26	0	0	0	83.46	3.28	19.23
STD2_2	c__Deltaproteobacteria	(UID3216)	83	247	155	50	184	12	1	0	0	83.43	7.87	20
STF2_69	k__Bacteria	(UID2569)	434	278	186	39	219	20	0	0	0	83.42	7.36	30
STC_108	c__Betaproteobacteria	(UID3959)	235	418	210	64	349	5	0	0	0	83.39	1.35	100
STD2_240	o__Clostridiales	(UID1212)	172	263	149	38	216	8	1	0	0	83.37	4.98	18.18
STD2_241	k__Bacteria	(UID2328)	3167	126	75	16	110	0	0	0	0	83.33	0	0
STF1_275	k__Bacteria	(UID2565)	2921	152	93	17	132	3	0	0	0	83.33	3.23	66.67
STCSWMC_32	k__Bacteria	(UID2569)	434	278	186	62	204	12	0	0	0	83.32	5.93	41.67
STC_35	p__Euryarchaeota	(UID49)	95	228	153	33	191	4	0	0	0	83.31	2.29	50
STF1_234	p__Firmicutes	(UID240)	1318	179	104	23	155	0	1	0	0	83.3	1.92	33.33
STF1_152	o__Clostridiales	(UID1120)	304	250	143	39	207	3	1	0	0	83.22	2.62	50
STB_185	k__Bacteria	(UID1452)	924	151	101	18	127	6	0	0	0	83.17	4.62	33.33
STB_81	p__Euryarchaeota	(UID49)	95	228	153	29	194	5	0	0	0	83.17	2.94	20
STCSWMC_203	o__Clostridiales	(UID1120)	304	247	141	41	201	5	0	0	0	83.17	2.36	100
STD1_203	k__Bacteria	(UID3187)	2258	188	117	23	154	11	0	0	0	83.16	6.73	54.55
STA_21	k__Bacteria	(UID2495)	2993	143	89	17	125	1	0	0	0	83.15	1.12	0
STC_74	k__Bacteria	(UID2495)	2993	143	89	16	127	0	0	0	0	83.15	0	0
STB_80	k__Bacteria	(UID2565)	2921	152	93	22	127	3	0	0	0	83.13	2.69	33.33
STC_114	k__Bacteria	(UID209)	5443	105	59	15	89	1	0	0	0	83.13	1.69	100
STC_104	f__Moraxellaceae	(UID4680)	86	689	365	118	525	42	4	0	0	83.07	6.48	64.81
STCSWMC_6	p__Bacteroidetes	(UID2605)	350	316	210	42	261	13	0	0	0	83.06	4.08	46.15
STE_46	o__Clostridiales	(UID1120)	304	247	141	38	203	6	0	0	0	83	3.07	16.67
STCSWMC_232	o__Clostridiales	(UID1120)	304	247	141	29	216	2	0	0	0	82.98	1.06	100
STCSWMC_88	o__Clostridiales	(UID1120)	304	247	141	30	209	8	0	0	0	82.98	4.02	37.5
STC_120	k__Bacteria	(UID2495)	2993	143	89	18	125	0	0	0	0	82.96	0	0
STD2_175	o__Clostridiales	(UID1212)	172	263	149	38	220	5	0	0	0	82.96	2.4	40
STB_87	k__Bacteria	(UID2565)	2921	143	88	16	123	3	1	0	0	82.95	5.11	16.67
STA_72	k__Bacteria	(UID3187)	2258	190	119	25	163	2	0	0	0	82.91	0.89	50
STD1_100	k__Bacteria	(UID2565)	2921	152	93	26	125	1	0	0	0	82.83	1.08	100
STE_112	k__Bacteria	(UID203)	5449	104	58	20	84	0	0	0	0	82.76	0	0
STD1_48	p__Euryarchaeota	(UID3)	148	188	125	27	158	2	1	0	0	82.74	2.8	20
STE_24	k__Bacteria	(UID3060)	138	335	244	50	270	15	0	0	0	82.74	4.92	33.33
STE_147	k__Bacteria	(UID203)	5449	104	58	14	89	1	0	0	0	82.73	1.72	0
STF2_57	c__Deltaproteobacteria	(UID3216)	83	247	155	34	209	4	0	0	0	82.72	2.58	25
STD1_121	p__Bacteroidetes	(UID2605)	350	316	210	47	257	12	0	0	0	82.71	3.78	66.67
STC_75	o__Rhodospirillales	(UID3754)	63	336	201	74	253	8	1	0	0	82.7	2.92	18.18
STF1_11	k__Bacteria	(UID2982)	88	230	148	31	188	11	0	0	0	82.68	3.6	36.36
STD2_53	k__Bacteria	(UID1452)	924	151	101	19	130	2	0	0	0	82.67	1.98	50
STD2_79	k__Bacteria	(UID1453)	901	171	117	35	131	3	2	0	0	82.62	5.98	0
STB_173	k__Bacteria	(UID1452)	924	151	101	19	128	4	0	0	0	82.58	2.64	0
STD1_35	c__Deltaproteobacteria	(UID3216)	83	247	155	31	202	13	1	0	0	82.58	8.73	18.75
STF1_142	k__Bacteria	(UID1452)	924	151	101	19	128	4	0	0	0	82.58	1.74	25
STF2_25	o__Clostridiales	(UID1120)	304	247	141	33	201	12	1	0	0	82.56	4.99	93.33
STF1_53	p__Euryarchaeota	(UID54)	90	234	153	33	181	19	1	0	0	82.55	5.84	86.36
STCSWMC_188	k__Bacteria	(UID2982)	88	230	148	29	197	4	0	0	0	82.43	1.72	0
STC_98	k__Bacteria	(UID2565)	2921	152	93	23	121	7	1	0	0	82.39	6.37	10
STCSWMC_182	c__Clostridia	(UID1118)	387	223	124	28	190	5	0	0	0	82.33	1.82	80
STF1_187	o__Clostridiales	(UID1120)	304	247	141	31	215	1	0	0	0	82.33	0.35	0
STF2_40	p__Bacteroidetes	(UID2605)	350	316	210	45	255	16	0	0	0	82.31	4.17	62.5
STB_59	k__Bacteria	(UID2565)	2921	152	93	19	133	0	0	0	0	82.26	0	0
STD1_32	k__Bacteria	(UID2565)	2921	152	93	19	129	4	0	0	0	82.26	2.31	50
STB_148	k__Archaea	(UID2)	207	149	107	33	115	1	0	0	0	82.24	0.93	0
STF2_232	p__Firmicutes	(UID240)	1318	179	104	22	144	13	0	0	0	82.21	5.33	23.08
STB_26	k__Bacteria	(UID203)	5449	104	58	14	82	8	0	0	0	82.2	5.96	75
STE_16	k__Bacteria	(UID209)	5443	105	59	13	86	6	0	0	0	82.2	2.47	83.33
STB_178	k__Bacteria	(UID203)	5449	104	58	13	91	0	0	0	0	82.18	0	0
STE_180	k__Bacteria	(UID2569)	434	278	186	50	214	14	0	0	0	82.1	4.59	0
STF1_6	k__Bacteria	(UID238)	2248	125	78	15	110	0	0	0	0	82.05	0	0
STCSWMC_158	k__Bacteria	(UID2569)	434	278	186	47	225	6	0	0	0	82.03	2.26	16.67
STCSWMC_90	k__Bacteria	(UID2329)	174	149	89	17	130	2	0	0	0	82.02	2.25	0
STD2_60	k__Bacteria	(UID2495)	2993	142	88	21	113	8	0	0	0	81.99	6.38	62.5
STCSWMC_175	c__Clostridia	(UID1085)	35	420	196	67	338	15	0	0	0	81.98	2.97	46.67
STF1_211	c__Clostridia	(UID1085)	35	420	196	64	350	6	0	0	0	81.94	2.59	83.33
STF1_109	c__Deltaproteobacteria	(UID3216)	83	247	155	47	187	13	0	0	0	81.91	5.05	46.15
STC_99	k__Bacteria	(UID203)	5449	104	58	12	92	0	0	0	0	81.9	0	0
STE_93	k__Bacteria	(UID2982)	88	230	148	38	184	8	0	0	0	81.9	4.28	62.5
STC_12	c__Gammaproteobacteria	(UID4201)	1164	275	174	54	206	15	0	0	0	81.88	7.33	46.67
STD2_165	c__Clostridia	(UID1085)	35	420	196	66	344	10	0	0	0	81.85	1.84	40
STA_75	k__Bacteria	(UID2565)	2921	152	93	23	121	8	0	0	0	81.84	3.07	75
STE_6	c__Gammaproteobacteria	(UID4274)	112	581	290	95	477	9	0	0	0	81.83	1.71	55.56
STF1_136	k__Bacteria	(UID2329)	174	149	89	21	125	3	0	0	0	81.83	2.81	33.33
STCSWMC_181	o__Clostridiales	(UID1120)	304	247	141	33	208	6	0	0	0	81.8	3.37	100
STD2_21	k__Bacteria	(UID2495)	2993	147	91	20	125	1	1	0	0	81.8	3.3	25
STCSWMC_13	k__Bacteria	(UID2569)	434	278	186	52	216	9	1	0	0	81.77	4.84	16.67
STCSWMC_135	o__Clostridiales	(UID1120)	304	247	141	36	206	5	0	0	0	81.72	1.61	60
STD1_52	k__Bacteria	(UID2495)	2993	143	89	21	116	6	0	0	0	81.72	5.72	50
STE_20	p__Euryarchaeota	(UID54)	90	234	153	33	194	7	0	0	0	81.7	3.62	85.71
STB_108	k__Bacteria	(UID1452)	924	151	101	20	131	0	0	0	0	81.68	0	0
STD1_171	k__Bacteria	(UID203)	5449	104	58	14	84	5	1	0	0	81.68	7.05	25
STD2_210	p__Bacteroidetes	(UID2605)	350	316	210	54	256	6	0	0	0	81.67	1.95	100
STE_45	o__Clostridiales	(UID1120)	304	247	141	37	206	4	0	0	0	81.66	2.15	75
STA_54	k__Bacteria	(UID2495)	2993	147	91	20	124	3	0	0	0	81.62	2.2	33.33
STCSWMC_129	o__Clostridiales	(UID1120)	304	247	141	35	205	7	0	0	0	81.62	3.45	85.71
STF1_212	k__Bacteria	(UID2569)	434	278	186	43	227	8	0	0	0	81.54	2.67	37.5
STD1_61	c__Betaproteobacteria	(UID3959)	235	418	210	65	328	24	1	0	0	81.5	5.47	14.81
STF1_216	k__Archaea	(UID2)	207	149	107	24	125	0	0	0	0	81.46	0	0
STD1_199	k__Bacteria	(UID1452)	924	163	110	24	129	10	0	0	0	81.45	2.06	10
STCSWMC_62	p__Firmicutes	(UID241)	930	213	118	31	177	5	0	0	0	81.36	2.68	40
STD1_47	k__Bacteria	(UID209)	5443	105	59	13	92	0	0	0	0	81.36	0	0
STD1_150	k__Bacteria	(UID2565)	2921	152	93	21	131	0	0	0	0	81.3	0	0
STD1_91	k__Bacteria	(UID209)	5443	105	59	18	84	3	0	0	0	81.28	5.08	66.67
STD2_221	c__Clostridia	(UID1118)	387	223	124	37	178	7	1	0	0	81.28	4.17	80
STB_70	k__Bacteria	(UID2569)	434	278	186	49	210	19	0	0	0	81.26	8.01	89.47
STCSWMC_190	k__Bacteria	(UID2982)	88	230	148	35	180	15	0	0	0	81.26	5.53	26.67
STD1_192	k__Bacteria	(UID1452)	924	151	101	31	120	0	0	0	0	81.25	0	0
STD2_44	k__Archaea	(UID2)	207	149	107	27	121	1	0	0	0	81.25	0.93	0
STCSWMC_143	k__Bacteria	(UID2569)	434	278	186	51	222	5	0	0	0	81.19	1.44	60
STD1_9	k__Bacteria	(UID2565)	2921	152	93	21	121	10	0	0	0	81.18	5.29	30
STE_84	k__Bacteria	(UID2565)	2921	152	93	30	121	1	0	0	0	81.18	1.08	0
STC_47	p__Euryarchaeota	(UID54)	90	232	151	34	197	1	0	0	0	81.17	0.17	100
STF2_230	k__Bacteria	(UID2982)	88	230	148	40	181	9	0	0	0	81.17	4.42	66.67
STF1_281	k__Bacteria	(UID2982)	88	230	148	39	182	9	0	0	0	81.15	3.85	44.44
STF2_77	k__Bacteria	(UID2570)	433	273	183	41	225	7	0	0	0	81.15	2.3	28.57
STCSWMC_34	k__Bacteria	(UID209)	5443	104	58	16	88	0	0	0	0	81.14	0	0
STCSWMC_74	k__Bacteria	(UID2329)	174	149	89	26	120	3	0	0	0	81.12	2.3	66.67
STD1_45	k__Bacteria	(UID2565)	2921	152	93	27	121	4	0	0	0	81.12	2.43	25
STF1_90	k__Bacteria	(UID2328)	3167	126	75	16	108	2	0	0	0	81.11	2.67	50
STF1_228	k__Bacteria	(UID2982)	88	230	148	38	181	11	0	0	0	81.02	4.45	54.55
STE_143	p__Bacteroidetes	(UID2605)	350	316	210	59	246	10	1	0	0	80.97	3.62	30.77
STD2_268	k__Bacteria	(UID2570)	433	273	183	45	221	6	1	0	0	80.95	4.37	100
STB_27	c__Deltaproteobacteria	(UID3216)	83	247	155	41	199	7	0	0	0	80.94	3.76	14.29
STCSWMC_105	p__Euryarchaeota	(UID49)	95	227	152	44	182	1	0	0	0	80.91	0.66	0
STCSWMC_184	k__Bacteria	(UID1452)	924	151	101	25	125	1	0	0	0	80.91	0.11	100
STD1_205	k__Bacteria	(UID2565)	2921	152	93	26	120	6	0	0	0	80.91	4.9	50
STC_59	k__Bacteria	(UID2495)	2993	143	89	19	122	2	0	0	0	80.9	2.25	0
STD1_124	k__Bacteria	(UID2495)	2993	143	89	18	122	3	0	0	0	80.9	2.31	66.67
STF1_107	k__Bacteria	(UID2329)	174	149	89	19	127	3	0	0	0	80.9	2.3	100
STF1_197	k__Bacteria	(UID2328)	3167	126	75	17	109	0	0	0	0	80.89	0	0
STF1_123	k__Bacteria	(UID1452)	924	161	108	29	128	4	0	0	0	80.87	2.47	25
STF1_68	c__Clostridia	(UID1085)	35	420	196	71	335	14	0	0	0	80.83	3.19	35.71
STF2_62	k__Bacteria	(UID2495)	2993	143	89	20	121	2	0	0	0	80.83	1.69	50
STB_56	k__Bacteria	(UID2565)	2921	152	93	21	126	5	0	0	0	80.82	4.3	20
STCSWMC_121	k__Bacteria	(UID2495)	2993	147	91	19	128	0	0	0	0	80.77	0	0
STF1_27	p__Bacteroidetes	(UID2605)	350	316	210	48	258	10	0	0	0	80.71	3.44	60
STF2_238	p__Euryarchaeota	(UID54)	90	234	153	49	183	1	1	0	0	80.71	1.96	50
STB_110	k__Bacteria	(UID2565)	2921	152	93	29	116	7	0	0	0	80.63	7.53	71.43
STCSWMC_17	p__Bacteroidetes	(UID2605)	350	316	210	56	245	14	1	0	0	80.63	2.68	47.06
STD2_34	p__Bacteroidetes	(UID2605)	350	316	210	51	263	2	0	0	0	80.62	0.71	100
STCSWMC_176	k__Bacteria	(UID2495)	2993	143	89	21	120	1	1	0	0	80.61	3.37	0
STF1_124	o__Clostridiales	(UID1120)	304	247	141	42	201	4	0	0	0	80.61	1.77	25
STE_199	k__Bacteria	(UID2328)	3167	126	75	20	104	2	0	0	0	80.56	0.78	100
STF1_164	p__Firmicutes	(UID239)	1324	176	102	30	142	4	0	0	0	80.56	2.78	50
STCSWMC_157	k__Archaea	(UID2)	207	149	107	24	125	0	0	0	0	80.53	0	0
STF1_116	k__Bacteria	(UID209)	5443	105	59	12	92	1	0	0	0	80.51	0.85	0
STF1_194	k__Bacteria	(UID2982)	88	230	148	44	174	12	0	0	0	80.51	6.42	58.33
STF2_204	k__Bacteria	(UID209)	5443	105	59	12	93	0	0	0	0	80.51	0	0
STB_162	k__Bacteria	(UID1452)	924	161	108	23	133	2	1	2	0	80.47	4.32	0
STD1_112	k__Bacteria	(UID203)	5449	104	58	13	91	0	0	0	0	80.46	0	0
STD1_178	k__Bacteria	(UID203)	5449	104	58	12	91	1	0	0	0	80.46	0.86	100
STD1_33	c__Deltaproteobacteria	(UID3216)	83	247	155	40	202	5	0	0	0	80.46	2.13	80
STD2_105	k__Bacteria	(UID209)	5443	105	59	24	79	2	0	0	0	80.46	2.54	0
STD1_11	c__Gammaproteobacteria	(UID4274)	112	580	289	98	472	10	0	0	0	80.34	1.83	50
STF2_38	p__Euryarchaeota	(UID49)	95	228	153	47	178	3	0	0	0	80.3	1.96	100
STA_93	k__Bacteria	(UID2329)	174	149	89	21	126	2	0	0	0	80.22	2.25	0
STD1_175	c__Deltaproteobacteria	(UID3216)	83	247	155	41	199	6	0	1	0	80.22	3.57	58.33
STF1_198	o__Clostridiales	(UID1120)	304	247	141	39	204	4	0	0	0	80.17	1.44	100
STF1_169	k__Archaea	(UID2)	207	149	107	24	123	2	0	0	0	80.14	0.93	0
STE_83	p__Proteobacteria	(UID3061)	115	396	260	72	296	28	0	0	0	80.11	7.47	75
STB_179	k__Bacteria	(UID1452)	924	161	108	24	134	3	0	0	0	80.09	2.78	0
STE_177	k__Bacteria	(UID2495)	2993	143	89	21	107	15	0	0	0	80.05	5.52	13.33
STF2_188	k__Bacteria	(UID1452)	924	161	108	23	130	5	1	2	0	80.01	5.81	15
STD2_83	k__Bacteria	(UID2328)	3167	126	75	19	106	1	0	0	0	80	1.33	0
STCSWMC_233	f__Lachnospiraceae	(UID1286)	57	420	207	77	329	14	0	0	0	79.97	1.92	57.14
STD2_64	p__Euryarchaeota	(UID54)	90	232	151	48	184	0	0	0	0	79.91	0	0
STF1_18	p__Euryarchaeota	(UID3)	148	187	124	30	152	5	0	0	0	79.91	3.63	40
STD1_12	k__Bacteria	(UID2565)	2921	152	93	28	117	6	1	0	0	79.9	3.44	55.56
STCSWMC_76	k__Bacteria	(UID2329)	174	149	89	27	119	3	0	0	0	79.87	2.81	100
STD2_207	k__Bacteria	(UID2569)	434	278	186	55	206	15	2	0	0	79.84	7.81	66.67
STC_39	k__Bacteria	(UID2565)	2921	152	93	24	119	9	0	0	0	79.8	6.83	55.56
STF2_212	k__Bacteria	(UID2982)	88	230	148	40	184	5	1	0	0	79.8	3.58	25
STA_76	c__Gammaproteobacteria	(UID4274)	112	580	289	133	429	17	1	0	0	79.78	3.96	15
STF1_207	k__Bacteria	(UID2329)	174	149	89	19	125	5	0	0	0	79.78	2.36	40
STCSWMC_23	k__Bacteria	(UID2569)	434	278	186	51	221	6	0	0	0	79.77	2.15	16.67
STF2_106	c__Clostridia	(UID1085)	35	420	196	71	338	11	0	0	0	79.75	2.49	72.73
STF1_233	c__Deltaproteobacteria	(UID3216)	83	247	155	38	204	3	2	0	0	79.68	4.52	55.56
STA_92	k__Bacteria	(UID209)	5443	105	59	13	91	1	0	0	0	79.66	1.69	0
STE_44	k__Bacteria	(UID209)	5443	105	59	15	89	1	0	0	0	79.66	1.69	0
STCSWMC_148	c__Clostridia	(UID1118)	387	223	124	34	178	11	0	0	0	79.64	4.37	18.18
STD2_208	k__Bacteria	(UID2982)	88	230	148	38	189	3	0	0	0	79.63	1.69	33.33
STF2_221	k__Bacteria	(UID2569)	434	278	186	48	228	2	0	0	0	79.63	1.08	0
STD2_142	k__Bacteria	(UID203)	5449	104	58	13	91	0	0	0	0	79.6	0	0
STE_131	k__Bacteria	(UID2569)	434	278	186	62	207	9	0	0	0	79.6	3.51	0
STF2_46	p__Euryarchaeota	(UID54)	90	234	153	41	191	2	0	0	0	79.56	0.78	100
STB_77	k__Bacteria	(UID209)	5443	105	59	14	90	1	0	0	0	79.51	1.69	0
STE_200	p__Bacteroidetes	(UID2605)	350	316	210	61	243	12	0	0	0	79.42	4.54	91.67
STF2_181	k__Bacteria	(UID2328)	3167	126	75	21	104	1	0	0	0	79.39	1.33	0
STE_15	k__Bacteria	(UID2495)	2993	147	91	41	102	4	0	0	0	79.33	3.3	50
STF1_72	c__Clostridia	(UID1085)	35	420	196	71	318	30	1	0	0	79.27	7.98	42.42
STCSWMC_171	k__Bacteria	(UID2328)	3167	126	75	36	88	2	0	0	0	79.23	2	100
STCSWMC_221	k__Bacteria	(UID2329)	174	149	89	23	116	10	0	0	0	79.21	3.98	20
STF2_79	k__Bacteria	(UID2329)	174	149	89	24	124	1	0	0	0	79.21	1.12	0
STF1_219	k__Bacteria	(UID2329)	174	149	89	27	119	3	0	0	0	79.19	2.36	66.67
STF1_71	k__Bacteria	(UID1452)	924	161	108	23	135	3	0	0	0	79.17	2.78	0
STB_58	k__Bacteria	(UID203)	5449	104	58	14	86	4	0	0	0	79.15	2.64	0
STF2_175	p__Firmicutes	(UID241)	930	213	118	32	177	4	0	0	0	79.1	2.12	100
STB_140	c__Gammaproteobacteria	(UID4274)	112	580	289	104	449	27	0	0	0	79.08	4.57	81.48
STCSWMC_80	k__Bacteria	(UID2570)	433	273	183	54	212	7	0	0	0	79.04	2.31	100
STF2_10	k__Bacteria	(UID2495)	2993	143	89	21	117	3	2	0	0	79.03	6.74	0
STC_19	c__Gammaproteobacteria	(UID4442)	899	312	185	65	241	6	0	0	0	78.99	1.21	33.33
STCSWMC_108	k__Bacteria	(UID2328)	3167	126	75	23	103	0	0	0	0	78.99	0	0
STF1_85	k__Bacteria	(UID1452)	924	151	101	28	120	3	0	0	0	78.99	1.28	66.67
STD1_7	k__Bacteria	(UID2565)	2921	152	93	24	127	1	0	0	0	78.97	1.08	0
STF1_40	k__Bacteria	(UID2328)	3167	126	75	32	92	2	0	0	0	78.95	0.79	100
STD2_112	p__Bacteroidetes	(UID2605)	350	316	210	58	249	9	0	0	0	78.94	2.25	22.22
STCSWMC_165	k__Bacteria	(UID2329)	174	149	89	31	118	0	0	0	0	78.93	0	0
STE_160	k__Bacteria	(UID2495)	2993	143	89	22	119	2	0	0	0	78.92	2.25	50
STE_187	k__Bacteria	(UID2495)	2993	147	91	33	110	4	0	0	0	78.91	2.85	25
STC_112	k__Bacteria	(UID2495)	2993	143	89	33	107	3	0	0	0	78.84	3.37	33.33
STCSWMC_57	k__Bacteria	(UID2570)	433	273	183	48	224	1	0	0	0	78.82	0.55	100
STB_18	k__Bacteria	(UID1452)	924	151	101	25	123	3	0	0	0	78.81	1.65	0
STC_24	p__Euryarchaeota	(UID49)	95	228	153	41	183	4	0	0	0	78.79	2.01	50
STB_32	k__Bacteria	(UID2495)	2993	147	91	23	116	8	0	0	0	78.75	5.19	25
STE_82	c__Deltaproteobacteria	(UID3216)	83	247	155	53	178	16	0	0	0	78.75	7.03	25
STB_124	k__Bacteria	(UID203)	5449	104	58	14	83	7	0	0	0	78.74	2.66	14.29
STE_198	k__Bacteria	(UID203)	5449	104	58	14	89	1	0	0	0	78.74	0.16	100
STF1_290	k__Bacteria	(UID2495)	2993	147	91	26	117	3	1	0	0	78.73	4.4	33.33
STB_96	c__Deltaproteobacteria	(UID3216)	83	247	155	42	196	9	0	0	0	78.71	3.97	77.78
STF1_209	k__Bacteria	(UID2495)	2993	147	91	34	107	6	0	0	0	78.68	3.49	0
STCSWMC_231	c__Clostridia	(UID1085)	35	420	196	90	325	5	0	0	0	78.67	1.25	0
STCSWMC_153	o__Burkholderiales	(UID4000)	193	427	214	94	324	9	0	0	0	78.66	1.85	22.22
STD1_186	c__Betaproteobacteria	(UID3959)	235	418	210	77	335	5	1	0	0	78.66	2.78	50
STC_93	k__Bacteria	(UID2495)	2993	143	89	20	121	2	0	0	0	78.65	1.69	50
STD2_166	k__Bacteria	(UID2565)	2921	152	93	24	121	7	0	0	0	78.61	2.55	71.43
STB_5	k__Bacteria	(UID2495)	2993	147	91	22	123	2	0	0	0	78.57	1.16	0
STB_106	k__Archaea	(UID2)	207	149	107	30	119	0	0	0	0	78.54	0	0
STA_7	k__Bacteria	(UID2495)	2993	147	91	26	118	3	0	0	0	78.52	3.3	33.33
STB_88	k__Archaea	(UID2)	207	149	107	25	122	2	0	0	0	78.5	0.93	0
STF1_241	p__Firmicutes	(UID241)	930	213	118	35	173	5	0	0	0	78.46	2.43	100
STD1_29	k__Bacteria	(UID203)	5449	104	58	14	90	0	0	0	0	78.45	0	0
